movieId,title,genres,clean_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
963,"Inspector General, The (1949)",Musical,"Inspector General, The",,,,,,,,,,,,,,,,,,,,,,,,,,
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,"39 Steps, The",,,,,,,,,,,,,,,,,,,,,,,,,,
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,Night of the Living Dead,Night of the Living Dead,1968,R,04 Oct 1968,96 min,"Horror, Thriller",George A. Romero,"John A. Russo, George A. Romero","Duane Jones, Judith O'Dea, Karl Hardman",A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States.,English,United States,7 wins total,https://m.media-amazon.com/images/M/MV5BZGMyZTA0MWEtZjczMS00ZDE5LTk1OTQtNmIxNGYzNDA2NDVhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.8,"148,892",tt0063350,movie,N/A,"$236,452",N/A,N/A,True,
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,"African Queen, The",,,,,,,,,,,,,,,,,,,,,,,,,,
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,Beat the Devil,Beat the Devil,1953,Approved,17 Dec 1953,89 min,"Action, Adventure, Comedy",John Huston,"Claud Cockburn, Truman Capote, John Huston","Humphrey Bogart, Jennifer Jones, Gina Lollobrigida","On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...","Arabic, English, Italian","United Kingdom, Italy",1 win,https://m.media-amazon.com/images/M/MV5BMjA2MDUyMzcxMl5BMl5BanBnXkFtZTgwOTQzNzYzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",N/A,6.4,"10,677",tt0046414,movie,N/A,N/A,N/A,N/A,True,
971,Cat on a Hot Tin Roof (1958),Drama,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,1958,Approved,29 Aug 1958,108 min,Drama,Richard Brooks,"Richard Brooks, James Poe, Tennessee Williams","Elizabeth Taylor, Paul Newman, Burl Ives",Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminally ill father jogs a host of memories and revelations for both father and son.,English,United States,Nominated for 6 Oscars. 3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzNjY1YjYtNDQzMi00M2JjLTgwMDEtMDc3ZWE3ZmI2NjNiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.9,"56,066",tt0051459,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True,
973,Meet John Doe (1941),Comedy|Drama,Meet John Doe,Meet John Doe,1941,Approved,03 May 1941,122 min,"Comedy, Drama, Romance",Frank Capra,"Richard Connell, Robert Presnell Sr., Robert Riskin","Gary Cooper, Barbara Stanwyck, Edward Arnold","A penniless drifter is recruited by an ambitious columnist to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins.",English,United States,Nominated for 1 Oscar. 4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDYxM2Q0MmMtZTY4MS00YmMzLTljMzItYWQ5OWRiY2ZmN2IzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.6,"16,304",tt0033891,movie,N/A,N/A,N/A,N/A,True,
976,"Farewell to Arms, A (1932)",Romance|War,"Farewell to Arms, A",,,,,,,,,,,,,,,,,,,,,,,,,,
979,Nothing Personal (1995),Drama|War,Nothing Personal,Nothing Personal,2009,N/A,19 Nov 2010,85 min,Drama,Urszula Antoniak,Urszula Antoniak,"Lotte Verbeek, Stephen Rea, Tom Charlfa","Alone in her empty flat, from her window Anne observes the people passing by who nervously snatch up the personal belongings and pieces of furniture she has put out on the pavement. Her final gesture of taking a ring off her finge...","English, Dutch, Irish Gaelic, German","Netherlands, Ireland",13 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTgyODAyOTMwMV5BMl5BanBnXkFtZTcwNzAxMTIzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.0,"5,434",tt1320352,movie,N/A,N/A,N/A,N/A,True,
981,Dangerous Ground (1997),Drama,Dangerous Ground,Dangerous Ground,1997,R,12 Feb 1997,95 min,"Action, Crime, Drama",Darrell Roodt,"Greg Latter, Darrell Roodt","Ice Cube, Elizabeth Hurley, Thokozani Nkosi","Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid and left in fear of his life) to bury his father. He meets up with his brother Ernest, who tells him he couldn't contact...","English, Zulu","United States, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BYTk5YjFkZjgtZmVmOS00MGQyLTkyNzYtMzk5ZGEzNDM3ZmEyXkEyXkFqcGdeQXVyMTkzMjM1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",N/A,4.4,"2,029",tt0118927,movie,N/A,"$5,303,931",N/A,N/A,True,
982,Picnic (1955),Drama,Picnic,Picnic,1955,PG,01 Dec 1955,115 min,"Drama, Romance",Joshua Logan,"Daniel Taradash, William Inge, Max Morise","William Holden, Kim Novak, Betty Field",Emotions are ignited among the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labor Day picnic.,English,United States,Won 2 Oscars. 5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BY2NhZDViNGQtYzQ2MS00Y2M0LWI5MWMtMDVkYTAxYWI2YThlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",N/A,7.0,"10,116",tt0048491,movie,N/A,N/A,N/A,N/A,True,
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Pompatus of Love, The",,,,,,,,,,,,,,,,,,,,,,,,,,
986,Fly Away Home (1996),Adventure|Children,Fly Away Home,Fly Away Home,1996,PG,13 Sep 1996,107 min,"Adventure, Drama, Family",Carroll Ballard,"Bill Lishman, Robert Rodat, Vince McKewin","Jeff Daniels, Anna Paquin, Dana Delany","Amy moves to Ontario to live with her father after the death of her mother. Her father, an aviation expert, helps Amy lead a flock of orphaned geese south for the winters.",English,United States,Nominated for 1 Oscar. 5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNWQwYmJjNDgtOGU2MS00MzRmLTgyZmMtMTRjNWQ4ODFjMTBiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.9,"28,659",tt0116329,movie,N/A,"$25,143,818",N/A,N/A,True,
987,Bliss (1997),Drama|Romance,Bliss,Bliss,2021,R,05 Feb 2021,103 min,"Drama, Romance, Sci-Fi",Mike Cahill,Mike Cahill,"Owen Wilson, Salma Hayek, Nesta Cooper","A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is a computer simulat...",English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMmRiZjc3NzctNDUyMi00NTc0LTgwNzktNTU1ZmJlZDEyNWFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.4,"21,421",tt10333426,movie,N/A,N/A,N/A,N/A,True,
988,Grace of My Heart (1996),Comedy|Drama,Grace of My Heart,Grace of My Heart,1996,R,13 Sep 1996,116 min,"Comedy, Drama, Music",Allison Anders,Allison Anders,"Illeana Douglas, John Turturro, Sissy Boyd","Edna wins a recording contract singing her own song at a competition in 1958. After trying to make it as a singer/songwriter for 11 months in NYC, she has success writing songs for others at the Brill Building.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BOTA0YzkzM2MtNzlhNi00ZTdmLThlMmQtMTI3OGY1NzYxZGRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",N/A,6.7,"4,095",tt0116442,movie,N/A,"$660,313",N/A,N/A,True,
990,Maximum Risk (1996),Action|Adventure|Thriller,Maximum Risk,Maximum Risk,1996,R,13 Sep 1996,101 min,"Action, Crime, Thriller",Ringo Lam,Larry Ferguson,"Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade","While seeking answers to the death of the twin brother he never knew he had, a French cop and his sibling's fiancee find themselves pursued by corrupt FBI agents and the Russian mafia.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGFkYjU2NzktOWIwOS00OGQyLWJkODEtZjVkYzkwOThlMWY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}]",N/A,5.6,"24,866",tt0117011,movie,N/A,"$14,502,483",N/A,N/A,True,
991,Michael Collins (1996),Drama,Michael Collins,Michael Collins,1996,R,25 Oct 1996,133 min,"Biography, Drama, History",Neil Jordan,Neil Jordan,"Liam Neeson, Aidan Quinn, Julia Roberts","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",English,"Ireland, United Kingdom, United States",Nominated for 2 Oscars. 4 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMGI3YmUzMjYtNmFiOC00YjFhLWFmNTgtOGNhNDdkNWUxZDgxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.1,"35,506",tt0117039,movie,N/A,"$11,092,559",N/A,N/A,True,
993,Infinity (1996),Drama,Infinity,Infinity,1996,PG,04 Oct 1996,119 min,"Biography, Drama",Matthew Broderick,"Richard Feynman, Ralph Leighton, Patricia Broderick","Matthew Broderick, Patricia Arquette, Jeffrey Force",Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDk3NzVjNmQtMGQ1Yy00YTY1LTkyNWQtMzVhNWZmOWJkMmY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,6.1,"2,030",tt0116635,movie,N/A,"$195,170",N/A,N/A,True,
994,Big Night (1996),Comedy|Drama,Big Night,Big Night,1996,R,20 Sep 1996,109 min,"Drama, Romance","Campbell Scott, Stanley Tucci","Stanley Tucci, Joseph Tropiano","Tony Shalhoub, Stanley Tucci, Marc Anthony","New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredi...","English, Italian",United States,9 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMzhiODc5YzMtZDBkNC00MTk4LWIyMDItOTE4ODE2ZDYwZGU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.3,"24,086",tt0115678,movie,N/A,"$12,008,376",N/A,N/A,True,
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,Last Man Standing,Last Man Standing,1996,R,20 Sep 1996,101 min,"Action, Crime, Drama",Walter Hill,"Ryûzô Kikushima, Akira Kurosawa, Walter Hill","Bruce Willis, Bruce Dern, William Sanderson",A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTk5MWVmNzYtNzllZi00YTAxLWE5ZDUtNDdiYzM2OTY1M2U4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.4,"63,243",tt0116830,movie,N/A,"$18,115,927",N/A,N/A,True,
998,Set It Off (1996),Action|Crime,Set It Off,Set It Off,1996,R,06 Nov 1996,123 min,"Action, Crime, Drama",F. Gary Gray,"Takashi Bufford, Kate Lanier","Jada Pinkett Smith, Queen Latifah, Vivica A. Fox","Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",English,United States,5 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZTE3ZGQ0MWEtOTk1Mi00MjU3LWJlMTYtNjA1ODg2OTQ3MGQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.9,"19,407",tt0117603,movie,N/A,"$36,461,139",N/A,N/A,True,
999,2 Days in the Valley (1996),Crime|Film-Noir,2 Days in the Valley,2 Days in the Valley,1996,R,27 Sep 1996,104 min,"Comedy, Crime, Thriller",John Herzfeld,John Herzfeld,"Teri Hatcher, Jeff Daniels, Danny Aiello",48 hours of intersecting lives and crimes in Los Angeles.,"English, Vietnamese",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMDY0MTFmODgtMWNjNS00MmM4LWIwODctN2MxOTNkMzc0YTFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"22,076",tt0115438,movie,N/A,"$11,132,210",N/A,N/A,True,
1003,Extreme Measures (1996),Drama|Thriller,Extreme Measures,Extreme Measures,1996,R,27 Sep 1996,118 min,"Crime, Drama, Mystery",Michael Apted,"Michael Palmer, Tony Gilroy","Hugh Grant, Gene Hackman, Sarah Jessica Parker",A young doctor confronts a famous colleague when he learns about the true methods of his work.,English,"United Kingdom, United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BZTRkZTcwYjItNjEyMC00OGNmLWE4ODQtYjFjMmIzNTYxNWM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.2,"21,745",tt0116259,movie,N/A,"$17,380,126",N/A,N/A,True,
1004,"Glimmer Man, The (1996)",Action|Thriller,"Glimmer Man, The",,,,,,,,,,,,,,,,,,,,,,,,,,
1005,D3: The Mighty Ducks (1996),Children|Comedy,D3: The Mighty Ducks,D3: The Mighty Ducks,1996,PG,04 Oct 1996,104 min,"Action, Comedy, Drama",Robert Lieberman,"Steven Brill, Kenneth Johnson, Jim Burnstein","Emilio Estevez, Jeffrey Nordling, David Selby","The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BN2E2MjAyMzktNjQxNC00NmRmLWI2MWYtNjQxN2JjMTAyZjMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.5,"29,925",tt0116000,movie,N/A,"$22,955,097",N/A,N/A,True,
1006,"Chamber, The (1996)",Drama,"Chamber, The",Cloud Chamber: The Folded World,2024,N/A,29 Dec 2024,103 min,Mystery,Matt Orefice,Matt Orefice,"Briana Bui, Travis Doane, Susan Echols-Orton","Two unlikely allies-a chemist and a clerk-join forces to investigate a sinister secret. As they delve deeper, they find themselves entangled in a web of danger and intrigue that threatens to upend their lives and expose shocking t...",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BODFhMzM4YmQtOTZhNC00YWI1LWE0MzQtMjljN2VlYTVkNTczXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt26776122,movie,N/A,N/A,N/A,N/A,True,
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,"Apple Dumpling Gang, The",,,,,,,,,,,,,,,,,,,,,,,,,,
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,"Davy Crockett, King of the Wild Frontier",Davy Crockett: King of the Wild Frontier,1955,Approved,25 May 1955,93 min,"Adventure, Drama, Family",Norman Foster,Thomas W. Blackburn,"Fess Parker, Buddy Ebsen, Basil Ruysdael","American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.","English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMGExYjNlZjgtNTUyYS00ZDdkLTg1MzUtMjU2ODEzNDA0NTUyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.9,"5,242",tt0047977,movie,N/A,"$2,150,000",N/A,N/A,True,
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,Escape to Witch Mountain,Escape to Witch Mountain,1975,G,21 Mar 1975,97 min,"Adventure, Family, Fantasy",John Hough,"Robert Malcolm Young, Alexander Key","Eddie Albert, Ray Milland, Donald Pleasence",Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDcwNjE2ZjgtN2U1YS00ZTNjLWI0Y2YtZDBlOTVkYzc3Y2E4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.3,"12,066",tt0072951,movie,N/A,"$20,000,000",N/A,N/A,True,
1010,"Love Bug, The (1969)",Children|Comedy,"Love Bug, The",,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,Herbie Rides Again,Herbie Rides Again,1974,G,06 Jun 1974,88 min,"Comedy, Family, Fantasy",Robert Stevenson,"Bill Walsh, Gordon Buford","Helen Hayes, Ken Berry, Stefanie Powers",The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BYjkwZjI3YTEtYmU1ZS00N2U2LWEzNmEtZDBmZTdiYjFhNWVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.7,"9,425",tt0071607,movie,N/A,"$38,229,000",N/A,N/A,True,
1012,Old Yeller (1957),Children|Drama,Old Yeller,Old Yeller,1957,Approved,10 Jul 1959,83 min,"Adventure, Drama, Family",Robert Stevenson,"Fred Gipson, William Tunberg","Dorothy McGuire, Fess Parker, Tommy Kirk","In 1860s Texas, a stray yellow dog proves his worth to a frontier family, especially bonding with their teenage son who must help manage their homestead while his father works a cattle drive.",English,United States,2 wins total,https://m.media-amazon.com/images/M/MV5BOWE4NzZiNTctNzQ4My00MDE3LThiNTMtNDYwNWRjZGRlM2QzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.2,"16,288",tt0050798,movie,N/A,"$21,909,000",N/A,N/A,True,
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,"Parent Trap, The",,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Pollyanna (1960),Children|Comedy|Drama,Pollyanna,Pollyanna,1960,G,19 May 1960,134 min,"Comedy, Drama, Family",David Swift,"Eleanor H. Porter, David Swift","Jane Wyman, Hayley Mills, Richard Egan",A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,English,United States,Nominated for 1 BAFTA Award2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNjA5MDU4NmMtNTVkMi00ODQxLWJmMjgtYzJmYjY1MWNkNDc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.4,"11,681",tt0054195,movie,N/A,N/A,N/A,N/A,True,
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey,1993,G,12 Feb 1993,84 min,"Adventure, Comedy, Drama",Duwayne Dunham,"Sheila Burnford, Caroline Thompson, Linda Woolverton","Michael J. Fox, Sally Field, Don Ameche","A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BOWQzYzgyNGEtMjFhMC00MjhlLTk2OGYtMzY4M2MyYWE5ZGI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,7.0,"54,161",tt0107131,movie,N/A,"$41,833,324",N/A,N/A,True,
1016,"Shaggy Dog, The (1959)",Children|Comedy,"Shaggy Dog, The",,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Swiss Family Robinson (1960),Adventure|Children,Swiss Family Robinson,Swiss Family Robinson,1960,Approved,21 Dec 1960,126 min,"Adventure, Family",Ken Annakin,"Lowell S. Hawley, Johann David Wyss","John Mills, Dorothy McGuire, James MacArthur",A Swiss family must survive being shipwrecked on a deserted island.,"English, Malay",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTk3ZmNjZGMtNTExZi00NDI1LTk3YTAtMDFjM2U0OTcwYTk2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"19,751",tt0054357,movie,N/A,"$40,356,000",N/A,N/A,True,
1018,That Darn Cat! (1965),Children|Comedy|Mystery,That Darn Cat!,That Darn Cat!,1965,G,02 Dec 1965,116 min,"Comedy, Crime, Family",Robert Stevenson,"Gordon Gordon, Mildred Gordon, Bill Walsh","Hayley Mills, Dean Jones, Dorothy Provine","After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.","English, French",United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BNTFjYjAyNGEtZjdlZS00NDZlLWE0ZjUtNzIyZTY5NTNkMDgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.7,"8,560",tt0059793,movie,N/A,"$28,062,222",N/A,N/A,True,
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",1954,G,20 Jul 1955,127 min,"Adventure, Drama, Family",Richard Fleischer,"Earl Felton, Jules Verne","Kirk Douglas, James Mason, Paul Lukas","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",English,United States,Won 2 Oscars. 5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNGMxNDA0MDUtOWRkMi00NjhhLTk3ODUtNDcyYzFhMzIzMDY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"40,193",tt0046672,movie,N/A,N/A,N/A,N/A,True,
1020,Cool Runnings (1993),Comedy,Cool Runnings,Cool Runnings,1993,PG,01 Oct 1993,98 min,"Adventure, Comedy, Family",Jon Turteltaub,"Lynn Siefert, Michael Ritchie, Tommy Swerdlow","John Candy, Leon, Doug E. Doug","When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","English, German, Russian",United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZjBmZDM0OTQtMjJiMi00NTEwLWEzNTktMTY5NWFmMDcwZmNjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.0,"122,391",tt0106611,movie,N/A,"$68,856,263",N/A,N/A,True,
1021,Angels in the Outfield (1994),Children|Comedy,Angels in the Outfield,Angels in the Outfield,1994,PG,15 Jul 1994,102 min,"Comedy, Drama, Family",William Dear,"Dorothy Kingsley, George Wells, Richard Conlin","Danny Glover, Brenda Fricker, Tony Danza","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjk3NTA2ZDktMmYwOC00Y2MxLWJkN2ItZWY3ZDEyMmE2OGY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.2,"37,428",tt0109127,movie,N/A,"$50,236,831",N/A,N/A,True,
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,Cinderella,Cinderella,2015,PG,13 Mar 2015,105 min,"Adventure, Drama, Family",Kenneth Branagh,"Chris Weitz, Charles Perrault","Lily James, Cate Blanchett, Richard Madden","When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",English,"United Kingdom, United States, Denmark, Canada, Italy",Nominated for 1 Oscar. 10 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"204,139",tt1661199,movie,N/A,"$201,151,353",N/A,N/A,True,
